rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
6.0,"Too Long, Too Confusing, A disparate mess",charles-536,"Jul 27, 2023",,long confus dispar mess,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('confus', 'nsubj', 'dispar')]","[('long', 'advmod', 'dispar'), ('confus', 'nsubj', 'dispar'), ('dispar', 'compound', 'mess'), ('mess', 'ROOT', 'mess')]",{}
5.0,Chris Nolan continues his war against cinemagoers buttocks,BlokeWithABrainUK,"Jul 23, 2023",,chri nolan continu war cinemago buttock,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('chri', 'compound', 'cinemago'), ('nolan', 'compound', 'cinemago'), ('continu', 'compound', 'cinemago'), ('war', 'compound', 'cinemago'), ('cinemago', 'compound', 'buttock'), ('buttock', 'ROOT', 'buttock')]",{'ORG': 1}
10.0,PEAK CINEMA,nahiyanrock,"Jul 21, 2023",,peak cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('peak cinema', 'ROOT', 'cinema')]","[('peak', 'compound', 'cinema'), ('cinema', 'ROOT', 'cinema')]",{}
9.0,The Score for the win!,spmccain23,"Aug 6, 2023",,score win,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('score win', 'ROOT', 'win')]","[('score', 'compound', 'win'), ('win', 'ROOT', 'win')]",{}
10.0,"Christopher Nolan's 'Oppenheimer' Transcends Cinematic Boundaries with a Captivating Blend of History, Science, and Emotion",I_mzed,"Jul 22, 2023",,christoph nolan oppenheim transcend cinemat boundari captiv blend histori scienc emot,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan oppenheim', 'nsubj', 'transcend'), ('cinemat boundari captiv', 'dobj', 'transcend'), ('histori scienc emot', 'dobj', 'blend')]","[('christoph', 'compound', 'nolan'), ('nolan', 'compound', 'oppenheim'), ('oppenheim', 'nsubj', 'transcend'), ('transcend', 'ROOT', 'transcend'), ('cinemat', 'compound', 'captiv'), ('boundari', 'compound', 'captiv'), ('captiv', 'dobj', 'transcend'), ('blend', 'dep', 'transcend'), ('histori', 'compound', 'emot'), ('scienc', 'amod', 'emot'), ('emot', 'dobj', 'blend')]","{'PERSON': 1, 'ORG': 1}"
10.0,Exceptional work of art,muntasirhalilu,"Nov 17, 2023",,except work art,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('work art', 'pobj', 'except')]","[('except', 'ROOT', 'except'), ('work', 'compound', 'art'), ('art', 'pobj', 'except')]",{}
10.0,"A Masterpiece, Movie of the Century",monianamika,"Jul 29, 2023",,masterpiec movi centuri,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec movi centuri', 'ROOT', 'centuri')]","[('masterpiec', 'compound', 'centuri'), ('movi', 'compound', 'centuri'), ('centuri', 'ROOT', 'centuri')]",{'ORG': 1}
8.0,Good but not great,joaosarmag,"Nov 29, 2023",,good great,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'advmod', 'great'), ('great', 'ROOT', 'great')]",{}
6.0,Nolan should just stay away from historical productions.,fb6ins1z1,"Aug 1, 2023",,nolan stay away histor product,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'nsubj', 'stay'), ('histor product', 'dobj', 'stay')]","[('nolan', 'nsubj', 'stay'), ('stay', 'ROOT', 'stay'), ('away', 'advmod', 'stay'), ('histor', 'compound', 'product'), ('product', 'dobj', 'stay')]",{}
10.0,oh my god...,carmelpolmanska,"Jul 21, 2023",,oh god,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('oh', 'ROOT', 'oh'), ('god', 'intj', 'oh')]",{}
6.0,Its a lot....,CitizenRegret,"Jul 22, 2023",,lot,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('lot', 'ROOT', 'lot')]","[('lot', 'ROOT', 'lot')]",{}
1.0,Boring,day-10589,"Nov 10, 2023",,bore,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bore', 'ROOT', 'bore')]","[('bore', 'ROOT', 'bore')]",{}
10.0,Brilliant,rmmw-30563,"Aug 7, 2023",,brilliant,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('brilliant', 'ROOT', 'brilliant')]",{}
10.0,One of the best movies of 2023 simply outstanding,adityabagri-67458,"Feb 8, 2024",,one best movi simpli outstand,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best movi simpli', 'ROOT', 'simpli')]","[('one', 'nummod', 'movi'), ('best', 'amod', 'movi'), ('movi', 'compound', 'simpli'), ('simpli', 'ROOT', 'simpli'), ('outstand', 'nmod', 'simpli')]",{'CARDINAL': 1}
9.0,Nolan's best work ever and the movie of the decade,ThisIsMoSalah,"Jul 20, 2023",,nolan best work ever movi decad,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan best work', 'ROOT', 'work')]","[('nolan', 'nmod', 'work'), ('best', 'amod', 'work'), ('work', 'ROOT', 'work'), ('ever', 'advmod', 'work'), ('movi', 'compound', 'decad'), ('decad', 'npadvmod', 'work')]",{'ORG': 1}
10.0,CINEMATIC MASTERPIECE,abualissamtayma,"Jul 21, 2023",,cinemat masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinemat masterpiec', 'ROOT', 'masterpiec')]","[('cinemat', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
9.0,WOW! A very different Nolan approach that leaves you stuck to your chair,tomassooms,"Jul 21, 2023",,wow differ nolan approach leav stuck chair,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan approach leav', 'nsubj', 'stuck')]","[('wow', 'intj', 'differ'), ('differ', 'ROOT', 'differ'), ('nolan', 'compound', 'approach'), ('approach', 'compound', 'leav'), ('leav', 'nsubj', 'stuck'), ('stuck', 'amod', 'chair'), ('chair', 'dobj', 'differ')]",{'PERSON': 1}
10.0,Cinematic Masterpiece,deenkhalil,"Jul 21, 2023",,cinemat masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinemat masterpiec', 'ROOT', 'masterpiec')]","[('cinemat', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
6.0,Was Expecting More,mawhinney,"Jul 23, 2023",,expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('expect', 'ROOT', 'expect')]",{}
10.0,An absolute masterpiece,rikkifletch,"Oct 4, 2024",,absolut masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut masterpiec', 'ROOT', 'masterpiec')]","[('absolut', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{'PERSON': 1}
6.0,Fall of Nolan,arteen88,"Jul 30, 2023",,fall nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'dobj', 'fall')]","[('fall', 'ROOT', 'fall'), ('nolan', 'dobj', 'fall')]",{}
3.0,That's not even a good movie,roberttochaves,"Nov 12, 2023",,that even good movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('that even good movi', 'ROOT', 'movi')]","[('that', 'det', 'movi'), ('even', 'advmod', 'movi'), ('good', 'amod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
9.0,"Great Film, Easy watch",ZoningOut,"Mar 31, 2024",,great film easi watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('great', 'amod', 'watch'), ('film', 'compound', 'easi'), ('easi', 'compound', 'watch'), ('watch', 'ROOT', 'watch')]",{}
10.0,Nolan you genius!!,bharathpsandeep,"Jul 30, 2023",,nolan geniu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan geniu', 'ROOT', 'geniu')]","[('nolan', 'compound', 'geniu'), ('geniu', 'ROOT', 'geniu')]",{'PERSON': 1}
9.0,Christopher Nolan strikes again,tikapradhan-68279,"Jul 21, 2023",,christoph nolan strike,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan strike', 'ROOT', 'strike')]","[('christoph', 'compound', 'nolan'), ('nolan', 'compound', 'strike'), ('strike', 'ROOT', 'strike')]",{'PERSON': 1}
9.0,A Piece of the Austere Beauty of Cinema!!,kanagarajkarthik-48611,"Jan 1, 2024",,piec auster beauti cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('piec auster beauti cinema', 'ROOT', 'cinema')]","[('piec', 'compound', 'auster'), ('auster', 'compound', 'cinema'), ('beauti', 'compound', 'cinema'), ('cinema', 'ROOT', 'cinema')]",{'PERSON': 1}
10.0,Must see !,alisubhiabed-40106,"Jul 23, 2023",,must see,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('must', 'aux', 'see'), ('see', 'ROOT', 'see')]",{}
9.0,"You and I are made up of each other..Oppie, Oppie Oppie!!!",remuse-astra,"Dec 4, 2023",,made otheroppi oppi oppi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('otheroppi oppi oppi', 'dobj', 'made')]","[('made', 'ROOT', 'made'), ('otheroppi', 'compound', 'oppi'), ('oppi', 'compound', 'oppi'), ('oppi', 'dobj', 'made')]",{}
6.0,Confusionheimer,PizzaBizza,"Aug 28, 2023",,confusionheim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('confusionheim', 'ROOT', 'confusionheim')]","[('confusionheim', 'ROOT', 'confusionheim')]",{}
10.0,The highlight of Nolan's career!,danny_ea,"Jul 25, 2023",,highlight nolan career,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan career', 'dobj', 'highlight')]","[('highlight', 'ROOT', 'highlight'), ('nolan', 'compound', 'career'), ('career', 'dobj', 'highlight')]",{}
6.0,Doesn't deserve anything higher than an 7.5 on IMDB,jakeglassman-03462,"Jul 23, 2023",,doesnt deserv anyth higher imdb,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('doesnt deserv', 'ROOT', 'deserv'), ('anyth higher imdb', 'dobj', 'deserv')]","[('does', 'aux', 'deserv'), ('nt', 'neg', 'deserv'), ('deserv', 'ROOT', 'deserv'), ('anyth', 'nmod', 'imdb'), ('higher', 'amod', 'imdb'), ('imdb', 'dobj', 'deserv')]",{}
4.0,Definitely overrated!,Arturix,"Aug 22, 2023",,definit overr,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('definit overr', 'ROOT', 'overr')]","[('definit', 'compound', 'overr'), ('overr', 'ROOT', 'overr')]",{}
9.0,a biography; not a documentary,theoriginalchiefsquirrel,"Nov 14, 2023",,biographi documentari,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('biographi documentari', 'ROOT', 'documentari')]","[('biographi', 'amod', 'documentari'), ('documentari', 'ROOT', 'documentari')]",{}
9.0,Truly Epic,bo_w,"Jul 27, 2023",,truli epic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('truli epic', 'ROOT', 'epic')]","[('truli', 'compound', 'epic'), ('epic', 'ROOT', 'epic')]",{}
10.0,Oppenheimer is Nolans magnum opus,wesleywhite-56879,"Jul 21, 2023",,oppenheim nolan magnum opu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim nolan magnum opu', 'ROOT', 'opu')]","[('oppenheim', 'compound', 'nolan'), ('nolan', 'compound', 'magnum'), ('magnum', 'compound', 'opu'), ('opu', 'ROOT', 'opu')]",{'ORG': 1}
10.0,Just WOW,abdullahosmirza,"Jul 21, 2023",,wow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('wow', 'ROOT', 'wow')]",{}
8.0,Very good movie,youneshr,"Aug 7, 2023",,good movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good movi', 'ROOT', 'movi')]","[('good', 'amod', 'movi'), ('movi', 'ROOT', 'movi')]",{}
9.0,Incredible,davidmermod,"Jul 24, 2023",,incred,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('incred', 'ROOT', 'incred')]",{}
6.0,So many good actors lost in this pretentious mess,eposten,"Feb 24, 2024",,mani good actor lost pretenti mess,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mani good actor', 'nsubj', 'lost'), ('pretenti mess', 'dobj', 'lost')]","[('mani', 'nmod', 'actor'), ('good', 'amod', 'actor'), ('actor', 'nsubj', 'lost'), ('lost', 'ROOT', 'lost'), ('pretenti', 'amod', 'mess'), ('mess', 'dobj', 'lost')]",{}
10.0,It's fantastic,samyusefi,"Nov 11, 2023",,fantast,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fantast', 'ROOT', 'fantast')]","[('fantast', 'ROOT', 'fantast')]",{}
6.0,"Better than Tenet, I guess?",slp-22338,"Jul 23, 2023",,better tenet guess,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('better', 'advmod', 'guess'), ('tenet', 'compound', 'guess'), ('guess', 'ROOT', 'guess')]",{}
2.0,"Bloated, artless - big disappointment",noogahoogah,"Aug 31, 2023",,bloat artless big disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('artless big disappoint', 'dobj', 'bloat')]","[('bloat', 'ROOT', 'bloat'), ('artless', 'amod', 'disappoint'), ('big', 'amod', 'disappoint'), ('disappoint', 'dobj', 'bloat')]",{}
10.0,Incredible,dkbpp,"Jul 24, 2023",,incred,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('incred', 'ROOT', 'incred')]",{}
10.0,Top Notch Cinema,scpvbnmymq,"Jul 29, 2023",,top notch cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('top notch cinema', 'ROOT', 'cinema')]","[('top', 'amod', 'cinema'), ('notch', 'compound', 'cinema'), ('cinema', 'ROOT', 'cinema')]",{}
10.0,Some of Nolan's best work yet,inovski,"Dec 4, 2023",,nolan best work yet,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan best work', 'ROOT', 'work')]","[('nolan', 'nmod', 'work'), ('best', 'amod', 'work'), ('work', 'ROOT', 'work'), ('yet', 'advmod', 'work')]",{'ORG': 1}
10.0,A Brilliant portrait of a Scientific Genius,Asif_Auran,"Jul 25, 2023",,brilliant portrait scientif geniu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliant portrait scientif geniu', 'ROOT', 'geniu')]","[('brilliant', 'amod', 'scientif'), ('portrait', 'compound', 'scientif'), ('scientif', 'compound', 'geniu'), ('geniu', 'ROOT', 'geniu')]",{}
9.0,"Now I am become death, the destroyer of worlds.",synystargates,"Aug 6, 2023",,becom death destroy world,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('becom death', 'nsubj', 'destroy'), ('world', 'dobj', 'destroy')]","[('becom', 'compound', 'death'), ('death', 'nsubj', 'destroy'), ('destroy', 'ROOT', 'destroy'), ('world', 'dobj', 'destroy')]",{}
9.0,Movie of the year 2023,ChuckleCritic,"Dec 3, 2023",,movi year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi year', 'ROOT', 'year')]","[('movi', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
7.0,Meh,Bcfcjacko,"Jul 21, 2023",,meh,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('meh', 'ROOT', 'meh')]","[('meh', 'ROOT', 'meh')]",{}
8.0,OPPENHEIMER:-an important and tough watch,puranjanbasak,"Dec 1, 2023",,oppenheimeran import tough watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheimeran import tough watch', 'ROOT', 'watch')]","[('oppenheimeran', 'compound', 'import'), ('import', 'nmod', 'watch'), ('tough', 'amod', 'watch'), ('watch', 'ROOT', 'watch')]",{}
6.0,Four major flaws in this vastly overpraised film,210west,"Aug 17, 2023",,four major flaw vastli overprais film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('four major flaw vastli overprais film', 'ROOT', 'film')]","[('four', 'nummod', 'film'), ('major', 'amod', 'film'), ('flaw', 'compound', 'film'), ('vastli', 'compound', 'film'), ('overprais', 'compound', 'film'), ('film', 'ROOT', 'film')]",{'CARDINAL': 1}
5.0,Not a visual spectacle. Intense court room drama.,modernsanatani,"Aug 28, 2023",,visual spectacl intens court room drama,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual spectacl intens court room drama', 'ROOT', 'drama')]","[('visual', 'amod', 'intens'), ('spectacl', 'compound', 'intens'), ('intens', 'compound', 'room'), ('court', 'compound', 'room'), ('room', 'compound', 'drama'), ('drama', 'ROOT', 'drama')]",{'ORG': 1}
10.0,Claiming a bright spot in Cinema History!,sherifmg,"Jul 20, 2023",,claim bright spot cinema histori,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bright spot cinema histori', 'dobj', 'claim')]","[('claim', 'ROOT', 'claim'), ('bright', 'amod', 'spot'), ('spot', 'compound', 'histori'), ('cinema', 'compound', 'histori'), ('histori', 'dobj', 'claim')]",{}
10.0,Will change your life,noxiouscat,"Jul 27, 2023",,chang life,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('chang life', 'ROOT', 'life')]","[('chang', 'compound', 'life'), ('life', 'ROOT', 'life')]",{'PERSON': 1}
8.0,Wonderfully crafted,GabrielSymes,"Dec 16, 2023",,wonder craft,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('wonder craft', 'ROOT', 'craft')]","[('wonder', 'compound', 'craft'), ('craft', 'ROOT', 'craft')]",{}
10.0,Christopher Nolan made a masterpiece.,saramilenkovic1994,"Aug 7, 2023",,christoph nolan made masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan', 'nsubj', 'made'), ('masterpiec', 'dobj', 'made')]","[('christoph', 'compound', 'nolan'), ('nolan', 'nsubj', 'made'), ('made', 'ROOT', 'made'), ('masterpiec', 'dobj', 'made')]",{'PERSON': 1}
10.0,Wow what a film,penfoc,"Nov 25, 2023",,wow film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('wow film', 'ROOT', 'film')]","[('wow', 'intj', 'film'), ('film', 'ROOT', 'film')]",{}
10.0,I rarely hand out tens,labcbaker,"Mar 8, 2024",,rare hand ten,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('rare hand', 'ROOT', 'hand')]","[('rare', 'amod', 'hand'), ('hand', 'ROOT', 'hand'), ('ten', 'nummod', 'hand')]",{'CARDINAL': 1}
7.0,"Difficult to digest, even after reading ""American Prometheus""",deweybidwell,"Jul 26, 2023",,difficult digest even read american prometheu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('difficult digest', 'nsubj', 'read'), ('american prometheu', 'dobj', 'read')]","[('difficult', 'amod', 'digest'), ('digest', 'nsubj', 'read'), ('even', 'advmod', 'read'), ('read', 'ROOT', 'read'), ('american', 'compound', 'prometheu'), ('prometheu', 'dobj', 'read')]",{'NORP': 1}
10.0,Must watch! Absolutely phenomenally done.,fieneke-kroon,"Jul 22, 2023",,must watch absolut phenomen done,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut phenomen', 'nsubj', 'done')]","[('must', 'aux', 'watch'), ('watch', 'ROOT', 'watch'), ('absolut', 'amod', 'phenomen'), ('phenomen', 'nsubj', 'done'), ('done', 'ccomp', 'watch')]",{}
7.0,Not something I want to re-watch,mosquitocyn,"Jan 29, 2024",,someth want rewatch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('someth want rewatch', 'ROOT', 'rewatch')]","[('someth', 'amod', 'rewatch'), ('want', 'compound', 'rewatch'), ('rewatch', 'ROOT', 'rewatch')]",{}
1.0,Bored out of my mind!,darthsteele-39338,"Apr 8, 2024",,bore mind,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bore mind', 'ROOT', 'mind')]","[('bore', 'compound', 'mind'), ('mind', 'ROOT', 'mind')]",{}
8.0,artistic biopic,SnoopyStyle,"Nov 24, 2023",,artist biopic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('artist biopic', 'ROOT', 'biopic')]","[('artist', 'compound', 'biopic'), ('biopic', 'ROOT', 'biopic')]",{}
10.0,WHAT A MOVIE!!,hamzahamohamed,"Aug 10, 2023",,movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'ROOT', 'movi')]","[('movi', 'ROOT', 'movi')]",{}
10.0,Beautiful Movie,jtlaginess-34911,"Aug 8, 2023",,beauti movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('beauti movi', 'ROOT', 'movi')]","[('beauti', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'PERSON': 1}
9.0,Truly a thriller,OlgaGorelik,"Feb 1, 2024",,truli thriller,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('truli thriller', 'ROOT', 'thriller')]","[('truli', 'compound', 'thriller'), ('thriller', 'ROOT', 'thriller')]",{}
10.0,Chris never disappoint,rsalantariq,"Jul 21, 2023",,chri never disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('chri', 'nsubj', 'disappoint')]","[('chri', 'nsubj', 'disappoint'), ('never', 'neg', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
7.0,Good film - Maybe someday I'll regain my hearing,SDAim2,"Jul 26, 2023",,good film mayb someday ill regain hear,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good film mayb', 'nsubj', 'hear')]","[('good', 'amod', 'film'), ('film', 'compound', 'mayb'), ('mayb', 'nsubj', 'hear'), ('someday', 'advmod', 'hear'), ('ill', 'amod', 'hear'), ('regain', 'compound', 'hear'), ('hear', 'ROOT', 'hear')]",{}
9.0,A physics story.,odaleg,"Feb 23, 2024",,physic stori,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('physic stori', 'ROOT', 'stori')]","[('physic', 'amod', 'stori'), ('stori', 'ROOT', 'stori')]",{}
6.0,Dialogue for Days!,sleepingsunrise,"Feb 18, 2024",,dialogu day,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('dialogu day', 'ROOT', 'day')]","[('dialogu', 'amod', 'day'), ('day', 'ROOT', 'day')]",{}
1.0,Don't let them gaslight you.,agathachamomile,"Feb 13, 2024",,dont let gaslight,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('do', 'aux', 'let'), ('nt', 'neg', 'let'), ('let', 'ROOT', 'let'), ('gaslight', 'npadvmod', 'let')]",{}
10.0,A perfect cimematic experience in IMAX,contact-fasal,"Aug 6, 2023",,perfect cimemat experi imax,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('perfect cimemat experi imax', 'ROOT', 'imax')]","[('perfect', 'amod', 'cimemat'), ('cimemat', 'compound', 'imax'), ('experi', 'amod', 'imax'), ('imax', 'ROOT', 'imax')]",{}
10.0,Master piece,humzahnadeem,"Aug 4, 2023",,master piec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('master piec', 'ROOT', 'piec')]","[('master', 'compound', 'piec'), ('piec', 'ROOT', 'piec')]",{}
10.0,Another Masterpiece,LordByron_,"Aug 6, 2023",,anoth masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anoth masterpiec', 'ROOT', 'masterpiec')]","[('anoth', 'advmod', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Christopher Nolan is the master!,srjbrett,"Jul 22, 2023",,christoph nolan master,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan master', 'ROOT', 'master')]","[('christoph', 'compound', 'master'), ('nolan', 'compound', 'master'), ('master', 'ROOT', 'master')]",{'ORG': 1}
10.0,History never ceases to amaze me,maryypsb,"Aug 7, 2023",,histori never ceas amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('histori', 'nsubj', 'ceas')]","[('histori', 'nsubj', 'ceas'), ('never', 'neg', 'ceas'), ('ceas', 'ROOT', 'ceas'), ('amaz', 'advmod', 'ceas')]",{}
8.0,Oppenheimer the Biographic Thriller,dassnelum,"Nov 18, 2023",,oppenheim biograph thriller,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim biograph thriller', 'ROOT', 'thriller')]","[('oppenheim', 'compound', 'thriller'), ('biograph', 'compound', 'thriller'), ('thriller', 'ROOT', 'thriller')]",{'GPE': 1}
7.0,"It has it's moments, but it's a bit slow",benb231,"Jul 26, 2023",,moment bit slow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('moment', 'compound', 'bit'), ('bit', 'npadvmod', 'slow'), ('slow', 'ROOT', 'slow')]",{}
8.0,A compelling thought provoking biopic,Abdulxoxo,"Aug 9, 2024",,compel thought provok biopic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('compel', 'nsubj', 'thought'), ('provok biopic', 'dobj', 'thought')]","[('compel', 'nsubj', 'thought'), ('thought', 'ROOT', 'thought'), ('provok', 'amod', 'biopic'), ('biopic', 'dobj', 'thought')]",{}
7.0,Overhyped but good,andrewfriedhoff,"Jul 28, 2023",,overhyp good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('overhyp', 'npadvmod', 'good'), ('good', 'ROOT', 'good')]",{}
5.0,Too many long stretches with no stakes,ojford,"Aug 19, 2023",,mani long stretch stake,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mani long stretch stake', 'ROOT', 'stake')]","[('mani', 'compound', 'stake'), ('long', 'advmod', 'stretch'), ('stretch', 'compound', 'stake'), ('stake', 'ROOT', 'stake')]",{'PERSON': 1}
8.0,Simple Review,iskandermahmud,"Nov 14, 2023",,simpl review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('simpl', 'compound', 'review'), ('review', 'ROOT', 'review')]",{}
8.0,THE REVIEW.,moaazmunir-78479,"May 29, 2024",,review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('review', 'ROOT', 'review')]","[('review', 'ROOT', 'review')]",{}
